OrderID,Date,CustomerID,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,Has_Coupon,Order_Month,Is_Weekend,AvgPricePerCartItem,QuantityToCartRatio,Product_Desk,Product_Laptop,Product_Monitor,Product_Phone,Product_Printer,Product_Tablet,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200253,2024-03-23,C14891,4,413.74,743 Main St,TRK79471534,7,FREESHIP,1654.96,1,3,1,236.42285714285714,0.5714285714285714,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
ORD200254,2023-12-26,C10866,3,263.19,770 Main St,TRK34809583,5,NO_COUPON,789.57,0,12,0,157.91400000000002,0.6,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
ORD200255,2024-05-13,C47283,1,263.96,806 Main St,TRK56235117,2,SAVE10,263.96,1,5,0,131.98,0.5,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
ORD200256,2025-06-30,C94323,5,75.81,463 Main St,TRK22663277,10,WINTER15,379.05,1,6,0,37.905,0.5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
ORD200257,2024-04-23,C89732,1,406.22,712 Main St,TRK41059233,5,SAVE10,406.22,1,4,0,81.244,0.2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
ORD200258,2024-02-26,C87764,2,103.41,294 Main St,TRK94082469,2,FREESHIP,206.82,1,2,0,103.41,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
ORD200259,2023-06-11,C20977,4,435.12,636 Main St,TRK54991561,9,SAVE10,1740.48,1,6,1,193.38666666666666,0.4444444444444444,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
ORD200260,2023-05-17,C12245,2,407.79,153 Main St,TRK22000463,3,NO_COUPON,815.58,0,5,0,271.86,0.6666666666666666,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
ORD200261,2025-05-28,C68976,5,173.65,460 Main St,TRK25491356,9,SAVE10,868.25,1,5,0,96.47222222222223,0.5555555555555556,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
ORD200262,2023-01-10,C69476,4,249.07,642 Main St,TRK65869386,5,WINTER15,996.28,1,1,0,199.256,0.8,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
ORD200263,2023-03-25,C71040,4,434.85,250 Main St,TRK41397604,4,WINTER15,1739.4,1,3,1,434.85,1.0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
ORD200264,2024-08-03,C71035,1,436.77,977 Main St,TRK19599578,5,FREESHIP,436.77,1,8,1,87.354,0.2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
ORD200265,2023-12-22,C20752,1,572.13,150 Main St,TRK22298450,4,SAVE10,572.13,1,12,0,143.0325,0.25,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
ORD200266,2024-06-08,C38840,4,583.07,589 Main St,TRK48484633,6,FREESHIP,2332.28,1,6,1,388.71333333333337,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
ORD200267,2025-04-17,C84480,5,468.51,803 Main St,TRK62361867,9,NO_COUPON,2342.55,0,4,0,260.28333333333336,0.5555555555555556,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
ORD200268,2023-08-11,C37032,2,423.88,655 Main St,TRK48639226,7,SAVE10,847.76,1,8,0,121.10857142857142,0.2857142857142857,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
ORD200269,2023-11-25,C48942,4,663.67,129 Main St,TRK29355120,7,FREESHIP,2654.68,1,11,1,379.23999999999995,0.5714285714285714,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
ORD200270,2023-06-04,C13540,4,309.91,127 Main St,TRK81087373,5,WINTER15,1239.64,1,6,1,247.92800000000003,0.8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
ORD200271,2023-03-28,C59572,1,542.07,791 Main St,TRK16792991,6,WINTER15,542.07,1,3,0,90.34500000000001,0.16666666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
ORD200272,2023-09-19,C29758,2,399.32,119 Main St,TRK12990043,6,WINTER15,798.64,1,9,0,133.10666666666665,0.3333333333333333,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
ORD200273,2024-10-27,C11849,2,238.25,974 Main St,TRK91195261,7,FREESHIP,476.5,1,10,1,68.07142857142857,0.2857142857142857,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
ORD200274,2023-02-04,C50967,2,182.4,884 Main St,TRK65300814,5,SAVE10,364.8,1,2,1,72.96000000000001,0.4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ORD200275,2023-11-04,C80735,2,65.07,360 Main St,TRK99880231,4,SAVE10,130.14,1,11,1,32.535,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
ORD200276,2025-03-29,C99050,2,600.57,654 Main St,TRK56927089,3,WINTER15,1201.14,1,3,1,400.38000000000005,0.6666666666666666,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
ORD200277,2024-09-09,C11210,5,90.92,910 Main St,TRK44929965,9,SAVE10,454.6,1,9,0,50.51111111111111,0.5555555555555556,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
ORD200278,2024-11-18,C46015,5,362.46,299 Main St,TRK46598430,6,FREESHIP,1812.3,1,11,0,302.05,0.8333333333333334,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200279,2023-10-20,C69167,3,55.01,263 Main St,TRK12425655,7,WINTER15,165.03,1,10,0,23.575714285714287,0.42857142857142855,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
ORD200280,2023-03-27,C55388,3,404.62,740 Main St,TRK75741001,6,FREESHIP,1213.86,1,3,0,202.30999999999997,0.5,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
ORD200281,2023-07-27,C87181,4,654.79,195 Main St,TRK60093390,9,NO_COUPON,2619.16,0,7,0,291.0177777777778,0.4444444444444444,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
ORD200282,2025-04-22,C30411,4,637.79,375 Main St,TRK71810536,9,FREESHIP,2551.16,1,4,0,283.4622222222222,0.4444444444444444,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
ORD200283,2025-02-28,C39638,4,540.33,990 Main St,TRK69745608,6,NO_COUPON,2161.32,0,2,0,360.22,0.6666666666666666,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
ORD200284,2023-02-16,C27203,5,208.17,516 Main St,TRK22023906,6,SAVE10,1040.85,1,2,0,173.475,0.8333333333333334,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
ORD200285,2025-06-10,C67583,1,338.31,974 Main St,TRK93281700,3,NO_COUPON,338.31,0,6,0,112.77,0.3333333333333333,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False
ORD200286,2025-04-07,C70554,3,139.45,187 Main St,TRK61086952,8,WINTER15,418.35,1,4,0,52.29375,0.375,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
ORD200287,2023-11-24,C70437,4,655.18,630 Main St,TRK26628830,5,NO_COUPON,2620.72,0,11,0,524.144,0.8,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
ORD200288,2023-03-12,C97643,4,512.75,537 Main St,TRK60831391,8,WINTER15,2051.0,1,3,1,256.375,0.5,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
ORD200289,2023-07-26,C17136,4,160.49,333 Main St,TRK55362541,8,WINTER15,641.96,1,7,0,80.245,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
ORD200290,2023-05-05,C24901,3,99.9,258 Main St,TRK14029489,8,FREESHIP,299.7,1,5,0,37.4625,0.375,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
ORD200291,2024-05-12,C61521,2,345.01,670 Main St,TRK93676567,6,FREESHIP,690.02,1,5,1,115.00333333333333,0.3333333333333333,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
ORD200292,2025-01-15,C39639,1,65.95,185 Main St,TRK31042152,5,NO_COUPON,65.95,0,1,0,13.190000000000001,0.2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
ORD200293,2023-02-16,C33220,4,463.04,564 Main St,TRK40450219,9,NO_COUPON,1852.16,0,2,0,205.79555555555555,0.4444444444444444,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
ORD200294,2025-04-01,C65414,2,297.71,208 Main St,TRK67562517,7,SAVE10,595.42,1,4,0,85.05999999999999,0.2857142857142857,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
ORD200295,2023-01-25,C49009,5,107.48,278 Main St,TRK46285799,9,FREESHIP,537.4,1,1,0,59.71111111111111,0.5555555555555556,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
ORD200296,2024-06-19,C48453,5,638.8,434 Main St,TRK52110494,10,WINTER15,3194.0,1,6,0,319.4,0.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
ORD200297,2023-02-22,C68078,2,493.88,252 Main St,TRK64862812,7,SAVE10,987.76,1,2,0,141.10857142857142,0.2857142857142857,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
ORD200298,2023-12-19,C19402,4,301.17,267 Main St,TRK97825212,6,NO_COUPON,1204.68,0,12,0,200.78,0.6666666666666666,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
ORD200299,2024-01-20,C30711,1,278.66,856 Main St,TRK42696593,2,FREESHIP,278.66,1,1,1,139.33,0.5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
ORD200300,2024-09-02,C39000,1,287.46,894 Main St,TRK33753945,3,FREESHIP,287.46,1,9,0,95.82,0.3333333333333333,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
ORD200301,2023-05-11,C31105,1,583.99,726 Main St,TRK40149095,2,SAVE10,583.99,1,5,0,291.995,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ORD200302,2023-05-16,C29432,3,468.74,121 Main St,TRK44142517,4,FREESHIP,1406.22,1,5,0,351.555,0.75,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200303,2024-12-07,C48531,1,30.54,368 Main St,TRK95462192,1,NO_COUPON,30.54,0,12,1,30.54,1.0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
ORD200304,2024-10-18,C86762,5,408.73,326 Main St,TRK75686292,10,FREESHIP,2043.65,1,10,0,204.365,0.5,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
ORD200305,2023-11-25,C63822,4,126.89,235 Main St,TRK59353216,9,FREESHIP,507.56,1,11,1,56.39555555555555,0.4444444444444444,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200306,2024-06-07,C70495,2,57.07,238 Main St,TRK65511225,3,SAVE10,114.14,1,6,0,38.04666666666667,0.6666666666666666,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
ORD200307,2023-07-01,C92407,3,557.41,135 Main St,TRK11755610,4,NO_COUPON,1672.23,0,7,1,418.0575,0.75,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
ORD200308,2023-12-11,C75888,3,448.9,790 Main St,TRK98467398,7,SAVE10,1346.7,1,12,0,192.3857142857143,0.42857142857142855,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
ORD200309,2023-10-03,C63153,4,549.76,625 Main St,TRK38033305,4,FREESHIP,2199.04,1,10,0,549.76,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
ORD200310,2024-02-24,C85863,3,132.48,968 Main St,TRK16094218,4,NO_COUPON,397.44,0,2,1,99.36,0.75,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
ORD200311,2025-05-17,C71698,5,489.37,274 Main St,TRK34786818,8,NO_COUPON,2446.85,0,5,1,305.85625,0.625,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
ORD200312,2025-05-24,C35397,5,66.31,579 Main St,TRK64742535,7,FREESHIP,331.55,1,5,1,47.364285714285714,0.7142857142857143,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
ORD200313,2023-07-09,C67687,2,434.3,978 Main St,TRK22838735,7,SAVE10,868.6,1,7,1,124.08571428571429,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
ORD200314,2023-10-04,C29931,4,153.09,540 Main St,TRK48712417,4,FREESHIP,612.36,1,10,0,153.09,1.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
ORD200315,2025-05-12,C59139,5,91.67,301 Main St,TRK45507090,9,FREESHIP,458.35,1,5,0,50.92777777777778,0.5555555555555556,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
ORD200316,2023-10-02,C66078,4,275.28,101 Main St,TRK86474559,9,WINTER15,1101.12,1,10,0,122.34666666666665,0.4444444444444444,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
ORD200317,2023-04-10,C88370,2,139.95,339 Main St,TRK22575151,5,NO_COUPON,279.9,0,4,0,55.98,0.4,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
ORD200318,2024-07-27,C93375,3,148.72,317 Main St,TRK95706967,7,SAVE10,446.16,1,7,1,63.737142857142864,0.42857142857142855,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
ORD200319,2023-12-02,C53049,2,563.06,413 Main St,TRK48974907,6,NO_COUPON,1126.12,0,12,1,187.68666666666664,0.3333333333333333,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
ORD200320,2024-12-19,C55590,1,625.51,772 Main St,TRK48792951,1,FREESHIP,625.51,1,12,0,625.51,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
ORD200321,2023-08-09,C47086,4,152.29,135 Main St,TRK44194358,6,WINTER15,609.16,1,8,0,101.52666666666666,0.6666666666666666,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
ORD200322,2024-06-14,C48646,5,231.82,339 Main St,TRK18233748,6,SAVE10,1159.1,1,6,0,193.1833333333333,0.8333333333333334,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
ORD200323,2025-01-26,C29416,1,150.17,414 Main St,TRK63820842,1,SAVE10,150.17,1,1,1,150.17,1.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
ORD200324,2024-06-13,C13525,3,70.93,847 Main St,TRK70193221,5,NO_COUPON,212.79,0,6,0,42.558,0.6,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True
ORD200325,2023-06-29,C53545,3,361.39,665 Main St,TRK61123177,8,NO_COUPON,1084.17,0,6,0,135.52125,0.375,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
ORD200326,2024-07-01,C65986,5,670.48,273 Main St,TRK98353867,5,SAVE10,3330.4075,1,7,0,666.0815,1.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
ORD200327,2023-07-25,C17302,1,359.99,385 Main St,TRK43940016,5,SAVE10,359.99,1,7,0,71.998,0.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ORD200328,2023-02-28,C18404,5,674.04,546 Main St,TRK89401624,7,SAVE10,3330.4075,1,2,0,475.7725,0.7142857142857143,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
ORD200329,2024-12-25,C88371,4,283.16,306 Main St,TRK63224811,6,NO_COUPON,1132.64,0,12,0,188.77333333333334,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
ORD200330,2024-06-02,C38068,5,260.53,532 Main St,TRK54059198,5,SAVE10,1302.65,1,6,1,260.53000000000003,1.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
ORD200331,2023-04-15,C78724,3,422.13,187 Main St,TRK25703134,7,SAVE10,1266.39,1,4,1,180.91285714285715,0.42857142857142855,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
ORD200332,2024-07-03,C26163,5,125.02,607 Main St,TRK67499316,9,SAVE10,625.1,1,7,0,69.45555555555556,0.5555555555555556,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
ORD200333,2024-04-16,C87124,1,198.51,818 Main St,TRK52086740,5,WINTER15,198.51,1,4,0,39.702,0.2,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
ORD200334,2024-03-26,C90348,4,224.75,728 Main St,TRK20635777,7,WINTER15,899.0,1,3,0,128.42857142857142,0.5714285714285714,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
ORD200335,2025-03-03,C58721,3,205.86,978 Main St,TRK34801199,4,NO_COUPON,617.58,0,3,0,154.395,0.75,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
ORD200336,2023-12-29,C88174,1,18.2,441 Main St,TRK10143345,4,SAVE10,18.2,1,12,0,4.55,0.25,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
ORD200337,2023-05-29,C77763,3,502.77,599 Main St,TRK66980447,8,WINTER15,1508.31,1,5,0,188.53875,0.375,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
ORD200338,2023-11-08,C53627,5,305.49,704 Main St,TRK64112352,10,NO_COUPON,1527.45,0,11,0,152.745,0.5,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
ORD200339,2024-04-10,C84563,2,236.33,398 Main St,TRK62422797,3,SAVE10,472.66,1,4,0,157.55333333333334,0.6666666666666666,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
ORD200340,2023-04-23,C76207,5,521.25,826 Main St,TRK25569378,8,NO_COUPON,2606.25,0,4,1,325.78125,0.625,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ORD200341,2024-09-23,C94671,1,167.15,293 Main St,TRK61357272,5,WINTER15,167.15,1,9,0,33.43,0.2,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
ORD200342,2025-06-24,C69994,5,466.42,619 Main St,TRK95935805,5,NO_COUPON,2332.1,0,6,0,466.41999999999996,1.0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
ORD200343,2023-02-26,C64638,1,527.57,919 Main St,TRK64087938,3,FREESHIP,527.57,1,2,1,175.85666666666668,0.3333333333333333,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
ORD200344,2025-03-06,C95623,3,623.34,248 Main St,TRK67558189,3,SAVE10,1870.02,1,3,0,623.34,1.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
ORD200345,2023-12-07,C24751,5,501.26,259 Main St,TRK37285406,10,FREESHIP,2506.3,1,12,0,250.63000000000002,0.5,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True
ORD200346,2024-12-06,C31764,1,655.09,876 Main St,TRK44680433,6,NO_COUPON,655.09,0,12,0,109.18166666666667,0.16666666666666666,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
ORD200347,2024-02-03,C83556,4,264.79,380 Main St,TRK21109187,5,SAVE10,1059.16,1,2,1,211.83200000000002,0.8,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
ORD200348,2024-03-13,C24369,3,359.73,885 Main St,TRK72633998,7,FREESHIP,1079.19,1,3,0,154.17000000000002,0.42857142857142855,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
ORD200349,2023-11-30,C39648,1,465.33,824 Main St,TRK56016905,2,FREESHIP,465.33,1,11,0,232.665,0.5,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
ORD200350,2023-06-03,C13296,2,54.41,495 Main St,TRK60127216,6,NO_COUPON,108.82,0,6,1,18.136666666666667,0.3333333333333333,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
ORD200351,2025-02-15,C94248,1,64.66,494 Main St,TRK89406816,4,NO_COUPON,64.66,0,2,1,16.165,0.25,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
ORD200352,2023-08-31,C26637,5,173.96,995 Main St,TRK59546992,8,WINTER15,869.8,1,8,0,108.725,0.625,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
ORD200353,2025-03-28,C16012,1,630.82,171 Main St,TRK15195225,5,FREESHIP,630.82,1,3,0,126.16400000000002,0.2,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
ORD200354,2023-07-11,C31772,1,693.41,992 Main St,TRK11970357,4,NO_COUPON,693.41,0,7,0,173.3525,0.25,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
ORD200355,2025-06-03,C18353,3,433.33,677 Main St,TRK78766533,4,FREESHIP,1299.99,1,6,0,324.9975,0.75,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
ORD200356,2023-05-06,C26966,5,374.58,907 Main St,TRK83889574,10,FREESHIP,1872.9,1,5,1,187.29000000000002,0.5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
ORD200357,2023-07-08,C74982,5,408.56,398 Main St,TRK98700702,8,FREESHIP,2042.8,1,7,1,255.35,0.625,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
ORD200358,2024-04-07,C70633,2,183.67,747 Main St,TRK82540521,3,SAVE10,367.34,1,4,1,122.44666666666666,0.6666666666666666,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
ORD200359,2023-06-09,C95643,4,606.57,303 Main St,TRK23286689,5,WINTER15,2426.28,1,6,0,485.25600000000003,0.8,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
ORD200360,2024-06-06,C53810,4,589.57,779 Main St,TRK34630612,8,NO_COUPON,2358.28,0,6,0,294.785,0.5,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200361,2024-06-29,C53464,5,659.85,197 Main St,TRK32743531,9,SAVE10,3299.25,1,6,1,366.5833333333333,0.5555555555555556,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
ORD200362,2023-06-27,C53697,4,206.84,312 Main St,TRK60476656,5,WINTER15,827.36,1,6,0,165.472,0.8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ORD200363,2024-05-24,C31668,5,113.87,871 Main St,TRK42584392,6,SAVE10,569.35,1,5,0,94.89166666666667,0.8333333333333334,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
ORD200364,2023-11-24,C85282,5,628.74,740 Main St,TRK86767206,9,FREESHIP,3143.7,1,11,0,349.29999999999995,0.5555555555555556,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ORD200365,2025-02-14,C56796,1,678.38,607 Main St,TRK74263180,4,SAVE10,678.38,1,2,0,169.595,0.25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
ORD200366,2023-02-10,C95213,3,602.24,603 Main St,TRK40630538,8,NO_COUPON,1806.72,0,2,0,225.84,0.375,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
ORD200367,2024-04-25,C13108,5,658.77,712 Main St,TRK82284400,10,FREESHIP,3293.85,1,4,0,329.385,0.5,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
ORD200368,2023-05-01,C85322,3,271.02,403 Main St,TRK89728869,6,NO_COUPON,813.06,0,5,0,135.51,0.5,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
ORD200369,2024-12-22,C43545,5,375.25,216 Main St,TRK73937402,9,SAVE10,1876.25,1,12,1,208.47222222222223,0.5555555555555556,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
ORD200370,2025-05-03,C80649,1,312.11,870 Main St,TRK41143313,4,WINTER15,312.11,1,5,1,78.0275,0.25,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
ORD200371,2023-01-05,C59752,5,307.76,179 Main St,TRK82229639,9,FREESHIP,1538.8,1,1,0,170.97777777777776,0.5555555555555556,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
ORD200372,2025-02-14,C53645,3,483.53,166 Main St,TRK12123939,4,NO_COUPON,1450.59,0,2,0,362.6475,0.75,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
ORD200373,2023-01-02,C60178,3,341.15,969 Main St,TRK84505143,4,FREESHIP,1023.45,1,1,0,255.8625,0.75,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200374,2024-09-16,C20286,1,571.9,129 Main St,TRK67648338,1,WINTER15,571.9,1,9,0,571.9,1.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
ORD200375,2025-01-16,C87547,4,95.03,400 Main St,TRK71027262,8,FREESHIP,380.12,1,1,0,47.515,0.5,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
ORD200376,2023-08-24,C64549,5,201.22,341 Main St,TRK20788231,6,FREESHIP,1006.1,1,8,0,167.68333333333334,0.8333333333333334,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
ORD200377,2024-07-22,C24884,1,260.26,625 Main St,TRK44538419,5,WINTER15,260.26,1,7,0,52.052,0.2,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
ORD200378,2024-02-01,C62666,5,64.5,148 Main St,TRK91029390,8,WINTER15,322.5,1,2,0,40.3125,0.625,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
ORD200379,2024-09-21,C47284,3,297.67,500 Main St,TRK85756094,6,NO_COUPON,893.01,0,9,1,148.835,0.5,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
ORD200380,2024-04-20,C35355,4,331.9,127 Main St,TRK52935059,5,SAVE10,1327.6,1,4,1,265.52,0.8,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
ORD200381,2023-06-07,C29467,1,191.76,223 Main St,TRK98103385,1,FREESHIP,191.76,1,6,0,191.76,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
ORD200382,2025-01-30,C26718,4,263.09,272 Main St,TRK91702525,8,SAVE10,1052.36,1,1,0,131.545,0.5,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
ORD200383,2023-01-20,C18944,4,393.8,837 Main St,TRK45275439,7,SAVE10,1575.2,1,1,0,225.02857142857144,0.5714285714285714,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
ORD200384,2024-11-24,C35628,3,553.57,147 Main St,TRK45688220,4,FREESHIP,1660.71,1,11,1,415.1775,0.75,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
